family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	recipient_class	recipient_order	donor_class	donor_order
soxx	node_87	node_99	False	False	3	0.03				
soxx	GCF_016894385.1	node_95	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_86	node_51	False	False	1	0.01				
soxx	node_86	node_121	False	False	1	0.01				
soxx	GCF_024662015.1	GCF_032842945.2	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Thalassobaculales
soxx	GCF_000154705.2	node_116	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_001633165.1	node_163	True	False	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_005234135.1	node_173	True	False	11	0.11			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_38	node_86	False	False	2	0.02				
soxx	node_78	GCF_033723955.1	False	True	6	0.06	c__Gammaproteobacteria	o__Pseudomonadales		
soxx	GCF_047549485.1	node_4	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_169	GCF_014126615.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_24	node_6	False	False	2	0.02				
soxx	node_155	node_102	False	False	9	0.09				
soxx	node_170	GCF_029953595.1	False	True	5	0.05	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_124	node_34	False	False	2	0.02				
soxx	GCF_013201665.1	node_214	True	False	5	0.05			c__Campylobacteria	o__Campylobacterales
soxx	node_165	node_132	False	False	1	0.01				
soxx	node_86	GCF_050749815.1	False	True	6	0.06	c__Gammaproteobacteria	o__Xanthomonadales		
soxx	node_206	node_186	False	False	12	0.12				
soxx	node_230	GCF_013201665.1	False	True	2	0.02	c__Campylobacteria	o__Campylobacterales		
soxx	node_23	node_18	False	False	2	0.02				
soxx	node_36	node_11	False	False	3	0.03				
soxx	GCF_003324675.1	node_172	True	False	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_024662015.1	node_157	True	False	1	0.01			c__Alphaproteobacteria	o__Thalassobaculales
soxx	GCF_023734135.1	GCF_002222655.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	node_167	node_171	False	False	2	0.02				
soxx	node_67	node_68	False	False	2	0.02				
soxx	GCF_002504165.1	GCF_003324675.1	True	True	8	0.08	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_75	GCF_000015725.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxx	GCF_013201665.1	GCF_004214795.1	True	True	2	0.02	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	node_116	GCF_001953055.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales		
soxx	GCF_040269895.1	node_180	True	False	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_136	node_165	False	False	4	0.04				
soxx	GCF_000025705.1	node_45	True	False	13	0.13			c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_003544815.1	node_217	True	False	4	0.04			c__Campylobacteria	o__Campylobacterales
soxx	GCF_000025705.1	node_21	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_54	node_38	False	False	6	0.06				
soxx	node_230	node_214	False	False	10	0.1				
soxx	GCF_001308265.1	node_145	True	False	17	0.17			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_99	node_81	False	False	14	0.14				
soxx	node_190	node_195	False	False	2	0.02				
soxx	node_179	node_60	False	False	1	0.01				
soxx	GCF_008824185.1	node_119	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_134	node_0	False	False	1	0.01				
soxx	GCF_040580765.1	node_161	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_231	node_0	False	False	1	0.01				
soxx	node_179	node_88	False	False	1	0.01				
soxx	node_88	GCF_022811525.1	False	True	30	0.3	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_85	node_83	False	False	5	0.05				
soxx	node_99	node_78	False	False	14	0.14				
soxx	node_211	GCF_003544815.1	False	True	13	0.13	c__Campylobacteria	o__Campylobacterales		
soxx	node_106	node_38	False	False	1	0.01				
soxx	node_148	node_136	False	False	1	0.01				
soxx	node_8	node_134	False	False	1	0.01				
soxx	GCF_047715485.1	node_105	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_111	node_153	False	False	3	0.03				
soxx	node_214	GCF_004214795.1	False	True	9	0.09	c__Campylobacteria	o__Campylobacterales		
soxx	GCF_047715485.1	node_144	True	False	9	0.09			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_018282095.1	node_179	True	False	6	0.06			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_050749815.1	node_179	True	False	1	0.01			c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_013177675.1	node_211	True	False	4	0.04			c__Campylobacteria	o__Campylobacterales
soxx	node_99	GCF_033723955.1	False	True	10	0.1	c__Gammaproteobacteria	o__Pseudomonadales		
soxx	node_161	node_168	False	False	2	0.02				
soxx	node_54	node_106	False	False	1	0.01				
soxx	node_35	node_24	False	False	7	0.07				
soxx	node_106	GCF_000143145.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_183	node_206	False	False	1	0.01				
soxx	node_234	node_48	False	False	8	0.08				
soxx	node_183	node_232	False	False	4	0.04				
soxx	node_136	node_145	False	False	4	0.04				
soxx	GCF_001753165.1	node_107	True	False	2	0.02			c__Gammaproteobacteria	o__DSM-5130
soxx	GCF_047715485.1	GCF_012932215.1	True	True	15	0.15	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_180	GCF_027923555.1	False	True	8	0.08	c__Vulcanimicrobiia	o__Vulcanimicrobiales		
soxx	node_43	node_42	False	False	1	0.01				
soxx	node_48	node_107	False	False	6	0.06				
soxx	node_59	node_81	False	False	9	0.09				
soxx	node_59	node_52	False	False	4	0.04				
soxx	GCF_002504165.1	node_168	True	False	7	0.07			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_59	GCF_050749815.1	False	True	3	0.03	c__Gammaproteobacteria	o__Xanthomonadales		
soxx	node_81	node_17	False	False	4	0.04				
soxx	node_104	node_40	False	False	3	0.03				
soxx	node_99	node_88	False	False	4	0.04				
soxx	node_48	node_124	False	False	1	0.01				
soxx	node_48	node_34	False	False	17	0.17				
soxx	GCF_001753165.1	node_135	True	False	4	0.04			c__Gammaproteobacteria	o__DSM-5130
soxx	node_173	node_166	False	False	5	0.05				
soxx	node_177	node_180	False	False	7	0.07				
soxx	node_59	node_99	False	False	5	0.05				
soxx	node_118	node_112	False	False	5	0.05				
soxx	GCF_012932215.1	GCF_024662015.1	True	True	3	0.03	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_135	node_183	False	False	3	0.03				
soxx	node_23	node_11	False	False	1	0.01				
soxx	node_40	node_59	False	False	1	0.01				
soxx	node_145	node_168	False	False	4	0.04				
soxx	node_197	node_184	False	False	7	0.07				
soxx	node_203	node_205	False	False	27	0.27				
soxx	node_8	GCF_000202835.1	False	True	10	0.1	c__Alphaproteobacteria	o__Acetobacterales		
soxx	node_230	GCF_004214795.1	False	True	21	0.21	c__Campylobacteria	o__Campylobacterales		
soxx	GCF_000025705.1	GCF_000968535.2	True	True	5	0.05	c__Gammaproteobacteria	o__Methylococcales	c__Gammaproteobacteria	o__Burkholderiales
soxx	node_184	node_192	False	False	2	0.02				
soxx	GCF_040580765.1	node_133	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_128	GCF_026191725.2	False	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_39	node_104	False	False	7	0.07				
soxx	node_39	GCF_000022145.1	False	True	11	0.11	c__Myxococcia	o__Myxococcales		
soxx	node_189	node_192	False	False	1	0.01				
soxx	node_99	node_121	False	False	1	0.01				
soxx	node_6	node_238	False	False	8	0.08				
soxx	GCF_024662015.1	node_122	True	False	5	0.05			c__Alphaproteobacteria	o__Thalassobaculales
soxx	GCF_000154705.2	node_112	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_99	node_49	False	False	1	0.01				
soxx	node_198	node_202	False	False	13	0.13				
soxx	GCF_050749815.1	node_98	True	False	1	0.01			c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_004214795.1	node_215	True	False	13	0.13			c__Campylobacteria	o__Campylobacterales
soxx	GCF_024662015.1	GCF_047715485.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Thalassobaculales
soxx	node_121	GCF_001305595.1	False	True	3	0.03	c__Alphaproteobacteria	o__Azospirillales		
soxx	node_54	node_39	False	False	5	0.05				
soxx	GCF_026191725.2	node_174	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_024662015.1	node_149	True	False	3	0.03			c__Alphaproteobacteria	o__Thalassobaculales
soxx	node_133	node_168	False	False	2	0.02				
soxx	GCF_047549485.1	node_72	True	False	6	0.06			c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_047715485.1	node_112	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_59	GCF_033723955.1	False	True	5	0.05	c__Gammaproteobacteria	o__Pseudomonadales		
soxx	node_172	GCF_003324675.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_189	node_237	False	False	18	0.18				
soxx	GCF_008824185.1	node_167	True	False	7	0.07			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_40	node_103	False	False	1	0.01				
soxx	node_114	node_153	False	False	2	0.02				
soxx	GCF_040269895.1	node_60	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_177	node_1	False	False	3	0.03				
soxx	GCF_002504165.1	node_171	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_114	GCF_018282095.1	False	True	11	0.11	c__Alphaproteobacteria	o__Rhizobiales		
soxx	GCF_050749815.1	GCF_040269895.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Xanthomonadales
soxx	node_63	node_59	False	False	1	0.01				
soxx	GCF_040269895.1	node_88	True	False	7	0.07			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_88	node_99	False	False	2	0.02				
soxx	node_29	node_176	False	False	2	0.02				
soxx	node_116	node_178	False	False	6	0.06				
soxx	node_45	node_3	False	False	2	0.02				
soxx	node_197	node_183	False	False	3	0.03				
soxx	node_121	GCF_022811525.1	False	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_184	node_190	False	False	4	0.04				
soxx	GCF_000022145.1	node_38	True	False	12	0.12			c__Myxococcia	o__Myxococcales
soxx	node_166	GCF_014126615.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_38	node_120	False	False	1	0.01				
soxx	node_120	GCF_024662015.1	False	True	5	0.05	c__Alphaproteobacteria	o__Thalassobaculales		
soxx	node_237	node_182	False	False	2	0.02				
soxx	node_62	node_61	False	False	1	0.01				
soxx	node_62	GCF_006970865.1	False	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_147	node_140	False	False	3	0.03				
soxx	node_171	node_165	False	False	1	0.01				
soxx	node_124	GCF_003966715.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_120	GCF_050749815.1	False	True	3	0.03	c__Gammaproteobacteria	o__Xanthomonadales		
soxx	node_211	GCF_013201665.1	False	True	14	0.14	c__Campylobacteria	o__Campylobacterales		
soxx	node_121	node_59	False	False	1	0.01				
soxx	node_190	node_193	False	False	1	0.01				
soxx	GCF_000968535.2	node_10	True	False	1	0.01			c__Gammaproteobacteria	o__Methylococcales
soxx	GCF_040580765.1	node_131	True	False	9	0.09			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000202835.1	node_108	True	False	5	0.05			c__Alphaproteobacteria	o__Acetobacterales
soxx	node_177	node_241	False	False	2	0.02				
soxx	node_159	node_163	False	False	4	0.04				
soxx	GCF_000022145.1	node_59	True	False	1	0.01			c__Myxococcia	o__Myxococcales
soxx	node_241	node_180	False	False	1	0.01				
soxx	node_45	GCF_000968535.2	False	True	14	0.14	c__Gammaproteobacteria	o__Methylococcales		
soxx	node_54	GCF_000143145.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_33	GCF_000192745.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_78	GCF_000219915.2	False	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_60	GCF_002872475.1	False	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_59	node_40	False	False	2	0.02				
soxx	node_102	GCF_029853695.1	False	True	10	0.1	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	GCF_000143145.1	node_231	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_000143145.1	GCF_016807805.1	True	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_009650135.1	node_21	True	False	6	0.06			c__Gammaproteobacteria	o__Pseudomonadales
soxx	GCF_003346815.1	node_207	True	False	7	0.07			c__Campylobacteria	o__Campylobacterales
soxx	node_12	GCF_000202835.1	False	True	4	0.04	c__Alphaproteobacteria	o__Acetobacterales		
soxx	node_234	node_29	False	False	1	0.01				
soxx	GCF_000202835.1	node_0	True	False	7	0.07			c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_000202835.1	GCF_001753165.1	True	True	5	0.05	c__Gammaproteobacteria	o__DSM-5130	c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_002872475.1	node_51	True	False	7	0.07			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_39	node_36	False	False	4	0.04				
soxx	node_60	node_98	False	False	1	0.01				
soxx	node_167	node_130	False	False	1	0.01				
soxx	GCF_050749815.1	node_88	True	False	2	0.02			c__Gammaproteobacteria	o__Xanthomonadales
soxx	node_145	GCF_032842945.2	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_145	GCF_044772865.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_108	GCF_001753165.1	False	True	9	0.09	c__Gammaproteobacteria	o__DSM-5130		
soxx	GCF_003544895.1	node_147	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_190	node_184	False	False	3	0.03				
soxx	node_34	node_107	False	False	5	0.05				
soxx	node_65	GCF_007954405.1	False	True	8	0.08	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_197	node_190	False	False	3	0.03				
soxx	node_179	node_145	False	False	1	0.01				
soxx	node_43	node_9	False	False	3	0.03				
soxx	node_12	node_108	False	False	6	0.06				
soxx	GCF_013177675.1	node_210	True	False	1	0.01			c__Campylobacteria	o__Campylobacterales
soxx	node_59	node_90	False	False	4	0.04				
soxx	node_88	node_51	False	False	1	0.01				
soxx	node_88	GCF_001305595.1	False	True	4	0.04	c__Alphaproteobacteria	o__Azospirillales		
soxx	GCF_000192745.1	GCF_003966715.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	node_69	node_65	False	False	1	0.01				
soxx	node_147	node_136	False	False	6	0.06				
soxx	node_165	node_145	False	False	1	0.01				
soxx	node_8	node_135	False	False	6	0.06				
soxx	node_52	node_120	False	False	1	0.01				
soxx	node_45	node_22	False	False	4	0.04				
soxx	node_52	node_7	False	False	1	0.01				
soxx	GCF_040580765.1	node_165	True	False	6	0.06			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_003966715.1	node_42	True	False	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_121	node_88	False	False	2	0.02				
soxx	node_167	GCF_002865605.1	False	True	14	0.14	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_39	node_52	False	False	2	0.02				
soxx	node_166	node_168	False	False	2	0.02				
soxx	node_153	GCF_018282095.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_22	node_4	False	False	2	0.02				
soxx	node_103	node_59	False	False	1	0.01				
soxx	node_168	GCF_014126615.1	False	True	7	0.07	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_52	GCF_040269895.1	False	True	7	0.07	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_17	node_81	False	False	3	0.03				
soxx	node_184	node_193	False	False	3	0.03				
soxx	GCF_047715485.1	node_122	True	False	5	0.05			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_107	GCF_001753165.1	False	True	1	0.01	c__Gammaproteobacteria	o__DSM-5130		
soxx	node_63	node_60	False	False	9	0.09				
soxx	node_206	node_208	False	False	1	0.01				
soxx	node_54	node_103	False	False	7	0.07				
soxx	node_122	GCF_012932215.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_234	node_107	False	False	5	0.05				
soxx	GCF_040269895.1	GCF_022811525.1	True	True	7	0.07	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	node_60	node_100	False	False	3	0.03				
soxx	GCF_026898155.1	node_30	True	False	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_59	GCF_000022145.1	False	True	2	0.02	c__Myxococcia	o__Myxococcales		
soxx	node_36	node_107	False	False	1	0.01				
soxx	GCF_000069785.1	node_91	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_122	node_114	False	False	3	0.03				
soxx	GCF_003966715.1	node_124	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_52	node_36	False	False	1	0.01				
soxx	GCF_013343005.1	node_11	True	False	3	0.03			c__Gammaproteobacteria	o__GCF-013343005
soxx	node_59	node_56	False	False	1	0.01				
soxx	node_165	GCF_001308265.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_111	GCF_012932215.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	node_189	node_195	False	False	4	0.04				
soxx	node_159	GCF_038443675.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	GCF_008824185.1	node_166	True	False	8	0.08			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_168	GCF_001308265.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales		
soxx	GCF_047715485.1	node_123	True	False	5	0.05			c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_80	node_60	False	False	2	0.02				
soxx	GCF_050749815.1	node_52	True	False	9	0.09			c__Gammaproteobacteria	o__Xanthomonadales
soxx	GCF_000192745.1	node_48	True	False	10	0.1			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_047715485.1	node_111	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_019203965.1	node_179	True	False	1	0.01			c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_001889605.1	node_121	True	False	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxx	node_179	GCF_027923555.1	False	True	1	0.01	c__Vulcanimicrobiia	o__Vulcanimicrobiales		
soxx	node_167	node_161	False	False	2	0.02				
soxx	node_161	node_145	False	False	4	0.04				
soxx	node_104	node_79	False	False	1	0.01				
soxx	node_218	node_213	False	False	3	0.03				
soxx	GCF_000069785.1	node_90	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_79	GCF_000022145.1	False	True	1	0.01	c__Myxococcia	o__Myxococcales		
soxx	node_79	node_40	False	False	1	0.01				
soxx	GCF_000224005.2	node_28	True	False	9	0.09			c__Gammaproteobacteria	o__Chromatiales
soxx	node_87	GCF_022811525.1	False	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales		
soxx	node_105	node_153	False	False	2	0.02				
soxx	node_86	node_60	False	False	3	0.03				
soxx	node_34	node_41	False	False	1	0.01				
soxx	node_87	GCF_040269895.1	False	True	5	0.05	c__Alphaproteobacteria	o__Rhizobiales		
soxx	node_80	node_78	False	False	15	0.15				
soxx	GCF_000025705.1	node_3	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_022811525.1	node_62	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_123	node_175	False	False	6	0.06				
soxx	GCF_040580765.1	node_145	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_018282095.1	node_113	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_003967275.1	node_47	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxx	node_62	node_51	False	False	1	0.01				
soxx	node_62	node_72	False	False	2	0.02				
soxx	node_211	GCF_013177675.1	False	True	8	0.08	c__Campylobacteria	o__Campylobacterales		
soxx	node_40	node_100	False	False	3	0.03				
soxx	node_145	node_161	False	False	2	0.02				
soxx	GCF_000025705.1	GCF_003967275.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	node_80	node_99	False	False	1	0.01				
soxx	node_80	node_40	False	False	3	0.03				
soxx	GCF_001889605.1	node_29	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_012932215.1	GCF_018282095.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	node_145	node_165	False	False	2	0.02				
soxx	node_12	node_1	False	False	1	0.01				
soxx	GCF_000022145.1	node_86	True	False	4	0.04			c__Myxococcia	o__Myxococcales
soxx	node_1	GCF_001753165.1	False	True	2	0.02	c__Gammaproteobacteria	o__DSM-5130		
soxx	node_86	node_58	False	False	1	0.01				
soxx	GCF_047715485.1	node_114	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
