assembly_accession	n_cds	n_sox_hits	n_excluded_pseudogene_or_partial_sox_hits	n_distinct_sox_genes	sox_genes	n_mobile_features	sox_with_mobile_within_20kb	refseq_category	taxid	species_taxid	organism_name	assembly_level	group	genome_size	gc_percent	scaffold_count	contig_count	annotation_provider	annotation_date	ftp_path	gff_url	protein_url	genome_url	gtdb_accession	gtdb_lineage	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	has_soxB	has_carrier_YZ	has_cytochrome_AX	has_dehydrogenase_CD	module_completeness	module_class	gtdb_mapped
GCF_018736085.1	5311	7	0	6	soxa,soxb,soxc,soxx,soxy,soxz	117	5	reference genome	2840469	2840469	Bradyrhizobium sediminis	Complete Genome	bacteria	5554208	63.500000	1	1	NCBI RefSeq	2024-08-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/085/GCF_018736085.1_ASM1873608v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/085/GCF_018736085.1_ASM1873608v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/085/GCF_018736085.1_ASM1873608v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/085/GCF_018736085.1_ASM1873608v1//_genomic.fna.gz	RS_GCF_018736085.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sediminis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sediminis	True	True	True	True	4	complete	True
GCF_018853465.2	2830	10	0	5	soxa,soxb,soxx,soxy,soxz	73	9	reference genome	2729135	2729135	Acidithiobacillus montserratensis	Complete Genome	bacteria	2881362	55.000000	1	1	NCBI RefSeq	2025-04-17	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/853/465/GCF_018853465.2_GG1-14_v8/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/853/465/GCF_018853465.2_GG1-14_v8//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/853/465/GCF_018853465.2_GG1-14_v8//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/853/465/GCF_018853465.2_GG1-14_v8//_genomic.fna.gz	RS_GCF_018853465.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus montserratensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus montserratensis	True	True	True	False	3	near_complete	True
GCF_019203965.1	3249	7	0	5	soxb,soxc,soxx,soxy,soxz	48	2	reference genome	2843330	2843330	Elioraea tepida	Complete Genome	bacteria	3367643	70.500000	1	1	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/203/965/GCF_019203965.1_ASM1920396v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/203/965/GCF_019203965.1_ASM1920396v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/203/965/GCF_019203965.1_ASM1920396v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/203/965/GCF_019203965.1_ASM1920396v1//_genomic.fna.gz	RS_GCF_019203965.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Elioraea_A;s__Elioraea_A tepida	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Elioraea_A	s__Elioraea_A tepida	True	True	True	True	4	complete	True
GCF_019602855.1	6969	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	50	0	reference genome	248026	248026	Cupriavidus pinatubonensis	Complete Genome	bacteria	7548664	64.500000	4	4	NCBI RefSeq	2026-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/602/855/GCF_019602855.1_ASM1960285v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/602/855/GCF_019602855.1_ASM1960285v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/602/855/GCF_019602855.1_ASM1960285v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/602/855/GCF_019602855.1_ASM1960285v1//_genomic.fna.gz	RS_GCF_019602855.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pinatubonensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus pinatubonensis	True	True	True	True	4	complete	True
GCF_019931045.1	5937	5	0	5	soxa,soxb,soxx,soxy,soxz	118	0	reference genome	82633	82633	Cupriavidus pauculus	Complete Genome	bacteria	6483357	64.000000	6	6	NCBI RefSeq	2025-12-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/045/GCF_019931045.1_ASM1993104v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/045/GCF_019931045.1_ASM1993104v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/045/GCF_019931045.1_ASM1993104v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/931/045/GCF_019931045.1_ASM1993104v1//_genomic.fna.gz	RS_GCF_019931045.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pauculus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus pauculus	True	True	True	False	3	near_complete	True
GCF_019973615.1	4501	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	35	0	reference genome	2798804	2798804	Rhodoferax lithotrophicus	Complete Genome	bacteria	4936681	56.500000	1	1	NCBI RefSeq	2025-07-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/973/615/GCF_019973615.1_ASM1997361v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/973/615/GCF_019973615.1_ASM1997361v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/973/615/GCF_019973615.1_ASM1997361v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/973/615/GCF_019973615.1_ASM1997361v1//_genomic.fna.gz	RS_GCF_019973615.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Rhodoferax;s__Rhodoferax lithotrophicus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Rhodoferax	s__Rhodoferax lithotrophicus	True	True	True	True	4	complete	True
GCF_020080045.1	4382	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	87	0	reference genome	379895	379895	Comamonas odontotermitis	Complete Genome	bacteria	4832451	61.000000	3	3	NCBI RefSeq	2025-11-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/080/045/GCF_020080045.1_ASM2008004v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/080/045/GCF_020080045.1_ASM2008004v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/080/045/GCF_020080045.1_ASM2008004v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/080/045/GCF_020080045.1_ASM2008004v1//_genomic.fna.gz	RS_GCF_020080045.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Comamonas;s__Comamonas odontotermitis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Comamonas	s__Comamonas odontotermitis	True	True	True	True	4	complete	True
GCF_020162115.1	2702	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	58	4	reference genome	307486	307486	Tepidimonas taiwanensis	Complete Genome	bacteria	2915587	68.500000	1	1	NCBI RefSeq	2025-11-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/162/115/GCF_020162115.1_ASM2016211v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/162/115/GCF_020162115.1_ASM2016211v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/162/115/GCF_020162115.1_ASM2016211v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/162/115/GCF_020162115.1_ASM2016211v1//_genomic.fna.gz	RS_GCF_020162115.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Tepidimonas;s__Tepidimonas taiwanensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Tepidimonas	s__Tepidimonas taiwanensis	True	True	True	True	4	complete	True
GCF_020510525.1	3888	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	54	1	reference genome	138118	138118	Quatrionicoccus australiensis	Complete Genome	bacteria	4171110	61.500000	1	1	NCBI RefSeq	2025-11-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/525/GCF_020510525.1_ASM2051052v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/525/GCF_020510525.1_ASM2051052v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/525/GCF_020510525.1_ASM2051052v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/525/GCF_020510525.1_ASM2051052v1//_genomic.fna.gz	RS_GCF_020510525.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus australiensis_B	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__Azonexus australiensis_B	True	True	True	True	4	complete	True
GCF_020510565.1	3926	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	28	0	reference genome	76259	76259	Ferribacterium limneticum	Complete Genome	bacteria	4150051	60.000000	1	1	NCBI RefSeq	2025-11-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/565/GCF_020510565.1_ASM2051056v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/565/GCF_020510565.1_ASM2051056v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/565/GCF_020510565.1_ASM2051056v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/565/GCF_020510565.1_ASM2051056v1//_genomic.fna.gz	RS_GCF_020510565.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus limneticus_B	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__Azonexus limneticus_B	True	True	True	True	4	complete	True
GCF_020865585.1	6011	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	71	0	reference genome	2660641	2660641	Pseudoduganella aquatica	Complete Genome	bacteria	6852586	65.000000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/865/585/GCF_020865585.1_ASM2086558v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/865/585/GCF_020865585.1_ASM2086558v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/865/585/GCF_020865585.1_ASM2086558v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/865/585/GCF_020865585.1_ASM2086558v1//_genomic.fna.gz	RS_GCF_020865585.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_D;g__Rugamonas;s__Rugamonas aquatica_A	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_D	g__Rugamonas	s__Rugamonas aquatica_A	True	True	True	True	4	complete	True
GCF_020886175.1	5088	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	95	0	reference genome	363952	363952	Comamonas thiooxydans	Complete Genome	bacteria	5620102	61.000000	3	3	NCBI RefSeq	2026-03-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/175/GCF_020886175.1_ASM2088617v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/175/GCF_020886175.1_ASM2088617v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/175/GCF_020886175.1_ASM2088617v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/175/GCF_020886175.1_ASM2088617v1//_genomic.fna.gz	RS_GCF_020886175.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Comamonas;s__Comamonas thiooxydans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Comamonas	s__Comamonas thiooxydans	True	True	True	True	4	complete	True
GCF_020911965.1	2960	12	1	6	soxa,soxb,soxc,soxx,soxy,soxz	30	12	reference genome	2893889	2893889	Sulfurovum mangrovi	Complete Genome	bacteria	2970983	43.500000	2	2	NCBI RefSeq	2025-11-23	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/965/GCF_020911965.1_ASM2091196v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/965/GCF_020911965.1_ASM2091196v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/965/GCF_020911965.1_ASM2091196v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/965/GCF_020911965.1_ASM2091196v1//_genomic.fna.gz										True	True	True	True	4	complete	False
GCF_021044585.1	2524	10	0	6	soxa,soxb,soxc,soxx,soxy,soxz	7	0	reference genome	2894755	2894755	Thiomicrolovo sulfuroxydans	Complete Genome	bacteria	2524721	57.500000	1	1	NCBI RefSeq	2025-07-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/585/GCF_021044585.1_ASM2104458v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/585/GCF_021044585.1_ASM2104458v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/585/GCF_021044585.1_ASM2104458v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/585/GCF_021044585.1_ASM2104458v1//_genomic.fna.gz	RS_GCF_021044585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Thiomicrolovo;s__Thiomicrolovo sulfuroxydans	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Thiomicrolovo	s__Thiomicrolovo sulfuroxydans	True	True	True	True	4	complete	True
GCF_021044685.1	7580	8	0	5	soxa,soxb,soxx,soxy,soxz	164	0	reference genome	993502	993502	Bradyrhizobium daqingense	Complete Genome	bacteria	7998085	63.500000	1	1	NCBI RefSeq	2026-05-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/685/GCF_021044685.1_ASM2104468v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/685/GCF_021044685.1_ASM2104468v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/685/GCF_021044685.1_ASM2104468v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/685/GCF_021044685.1_ASM2104468v1//_genomic.fna.gz	RS_GCF_021044685.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium daqingense	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium daqingense	True	True	True	False	3	near_complete	True
GCF_021049305.1	4195	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	43	0	reference genome	36863	36863	Ideonella dechloratans	Complete Genome	bacteria	4544016	69.000000	2	2	NCBI RefSeq	2025-09-19	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/049/305/GCF_021049305.1_ASM2104930v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/049/305/GCF_021049305.1_ASM2104930v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/049/305/GCF_021049305.1_ASM2104930v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/049/305/GCF_021049305.1_ASM2104930v1//_genomic.fna.gz	RS_GCF_021049305.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Ideonella;s__Ideonella dechloratans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Ideonella	s__Ideonella dechloratans	True	True	True	True	4	complete	True
GCF_021088345.1	7398	15	0	6	soxa,soxb,soxc,soxx,soxy,soxz	67	5	reference genome	2898149	2898149	Bradyrhizobium ontarionense	Complete Genome	bacteria	8435845	65.000000	1	1	NCBI RefSeq	2026-05-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/088/345/GCF_021088345.1_ASM2108834v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/088/345/GCF_021088345.1_ASM2108834v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/088/345/GCF_021088345.1_ASM2108834v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/088/345/GCF_021088345.1_ASM2108834v1//_genomic.fna.gz	RS_GCF_021088345.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium ontarionense	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium ontarionense	True	True	True	True	4	complete	True
GCF_021165955.1	4850	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	54	3	reference genome	2899220	2899220	Massilia endophytica	Complete Genome	bacteria	5387550	64.500000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/165/955/GCF_021165955.1_ASM2116595v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/165/955/GCF_021165955.1_ASM2116595v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/165/955/GCF_021165955.1_ASM2116595v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/165/955/GCF_021165955.1_ASM2116595v1//_genomic.fna.gz	RS_GCF_021165955.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_D;g__Rugamonas;s__Rugamonas endophytica	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_D	g__Rugamonas	s__Rugamonas endophytica	True	True	True	True	4	complete	True
GCF_021173085.2	4863	5	0	5	soxa,soxb,soxx,soxy,soxz	17	0	reference genome	2842456	2842456	Ralstonia wenshanensis	Complete Genome	bacteria	5310536	63.500000	2	2	NCBI RefSeq	2025-11-19	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/173/085/GCF_021173085.2_ASM2117308v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/173/085/GCF_021173085.2_ASM2117308v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/173/085/GCF_021173085.2_ASM2117308v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/173/085/GCF_021173085.2_ASM2117308v2//_genomic.fna.gz										True	True	True	False	3	near_complete	False
GCF_021228795.1	5025	11	0	5	soxa,soxb,soxx,soxy,soxz	180	7	reference genome	521689	521689	Thiocapsa bogorovii	Complete Genome	bacteria	5649927	64.000000	1	1	NCBI RefSeq	2025-12-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/795/GCF_021228795.1_ASM2122879v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/795/GCF_021228795.1_ASM2122879v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/795/GCF_021228795.1_ASM2122879v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/795/GCF_021228795.1_ASM2122879v1//_genomic.fna.gz	RS_GCF_021228795.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa bogorovii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocapsa	s__Thiocapsa bogorovii	True	True	True	False	3	near_complete	True
GCF_021249385.1	3323	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	60	0	reference genome	1267217	1267217	Melaminivora jejuensis	Complete Genome	bacteria	3668757	67.500000	1	1	NCBI RefSeq	2025-12-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/385/GCF_021249385.1_ASM2124938v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/385/GCF_021249385.1_ASM2124938v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/385/GCF_021249385.1_ASM2124938v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/385/GCF_021249385.1_ASM2124938v1//_genomic.fna.gz	RS_GCF_021249385.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Melaminivora;s__Melaminivora jejuensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Melaminivora	s__Melaminivora jejuensis	True	True	True	True	4	complete	True
GCF_021391315.1	4335	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	113	0	reference genome	43057	43057	Cereibacter azotoformans	Complete Genome	bacteria	4442977	68.500000	6	6	NCBI RefSeq	2025-12-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/391/315/GCF_021391315.1_ASM2139131v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/391/315/GCF_021391315.1_ASM2139131v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/391/315/GCF_021391315.1_ASM2139131v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/391/315/GCF_021391315.1_ASM2139131v1//_genomic.fna.gz	RS_GCF_021391315.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A azotoformans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Cereibacter_A	s__Cereibacter_A azotoformans	True	True	True	True	4	complete	True
GCF_021650935.1	4275	13	0	5	soxa,soxb,soxx,soxy,soxz	79	0	reference genome	96472	96472	Thiothrix winogradskyi	Complete Genome	bacteria	4380446	51.500000	3	3	NCBI RefSeq	2026-04-06	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/650/935/GCF_021650935.1_ASM2165093v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/650/935/GCF_021650935.1_ASM2165093v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/650/935/GCF_021650935.1_ASM2165093v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/650/935/GCF_021650935.1_ASM2165093v1//_genomic.fna.gz	RS_GCF_021650935.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix winogradskyi	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Thiothrix	s__Thiothrix winogradskyi	True	True	True	False	3	near_complete	True
GCF_022533465.1	4994	7	0	6	soxa,soxb,soxc,soxx,soxy,soxz	90	6	reference genome	410	410	Methylobacterium organophilum	Complete Genome	bacteria	5319780	70.000000	3	3	NCBI RefSeq	2026-03-31	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/533/465/GCF_022533465.1_ASM2253346v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/533/465/GCF_022533465.1_ASM2253346v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/533/465/GCF_022533465.1_ASM2253346v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/533/465/GCF_022533465.1_ASM2253346v1//_genomic.fna.gz	RS_GCF_022533465.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium organophilum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium organophilum	True	True	True	True	4	complete	True
GCF_022788655.1	4318	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	64	0	reference genome	225422	225422	Sulfitobacter indolifex	Complete Genome	bacteria	4498570	59.000000	8	8	NCBI RefSeq	2025-12-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/788/655/GCF_022788655.1_ASM2278865v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/788/655/GCF_022788655.1_ASM2278865v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/788/655/GCF_022788655.1_ASM2278865v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/788/655/GCF_022788655.1_ASM2278865v1//_genomic.fna.gz	RS_GCF_022788655.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter indolifex	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sulfitobacter	s__Sulfitobacter indolifex	True	True	True	True	4	complete	True
