assembly_accession	cluster_id	window_bp	observed_mobile_count	control_mobile_count_mean	observed_mobile_present	control_mobile_present_mean	controls	count_difference	presence_difference
GCF_016807805.1	GCF_016807805.1:NZ_CP063362.1:sox_cluster_1	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_016807805.1	GCF_016807805.1:NZ_CP063362.1:sox_cluster_1	20000	0	0.5	False	0.2	20	-0.5	-0.2
GCF_016807805.1	GCF_016807805.1:NZ_CP063362.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_016807805.1	GCF_016807805.1:NZ_CP063362.1:sox_cluster_2	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_016807805.1	GCF_016807805.1:NZ_CP063362.1:sox_cluster_2	20000	0	0.45	False	0.1	20	-0.45	-0.1
GCF_016894385.1	GCF_016894385.1:NZ_CP069812.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_016894385.1	GCF_016894385.1:NZ_CP069812.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_016894385.1	GCF_016894385.1:NZ_CP069812.1:sox_cluster_1	20000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_017301335.1	GCF_017301335.1:NZ_CP071247.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_017301335.1	GCF_017301335.1:NZ_CP071247.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_017301335.1	GCF_017301335.1:NZ_CP071247.1:sox_cluster_1	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_017309585.1	GCF_017309585.1:NZ_CP071321.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_017309585.1	GCF_017309585.1:NZ_CP071321.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_017309585.1	GCF_017309585.1:NZ_CP071321.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_1	20000	1	0.25	True	0.25	20	0.75	0.75
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_2	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_2	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_2	20000	0	0.6	False	0.3	20	-0.6	-0.3
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_3	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_017357825.1	GCF_017357825.1:NZ_CP046072.1:sox_cluster_3	20000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_1	20000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_2	10000	0	0.2	False	0.05	20	-0.2	-0.05
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_2	20000	0	0.5	False	0.15	20	-0.5	-0.15
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_3	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_3	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_3	20000	0	0.45	False	0.2	20	-0.45	-0.2
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_4	5000	0	0.5	False	0.25	20	-0.5	-0.25
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_4	10000	0	0.65	False	0.25	20	-0.65	-0.25
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_4	20000	0	0.85	False	0.4	20	-0.85	-0.4
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_5	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_5	10000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_017493175.3	GCF_017493175.3:NZ_CP088282.1:sox_cluster_5	20000	0	0.6	False	0.25	20	-0.6	-0.25
GCF_017498525.1	GCF_017498525.1:NZ_CP071796.1:sox_cluster_1	5000	1	0.3	True	0.2	20	0.7	0.8
GCF_017498525.1	GCF_017498525.1:NZ_CP071796.1:sox_cluster_1	10000	1	0.55	True	0.35	20	0.44999999999999996	0.65
GCF_017498525.1	GCF_017498525.1:NZ_CP071796.1:sox_cluster_1	20000	1	0.8	True	0.45	20	0.19999999999999996	0.55
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_1	10000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_1	20000	0	0.6	False	0.35	20	-0.6	-0.35
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_2	5000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_2	10000	0	0.35	False	0.3	20	-0.35	-0.3
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_2	20000	1	0.65	True	0.55	20	0.35	0.44999999999999996
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_3	5000	0	0.3	False	0.3	20	-0.3	-0.3
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_3	10000	0	0.3	False	0.3	20	-0.3	-0.3
GCF_017901135.1	GCF_017901135.1:NZ_CP072801.1:sox_cluster_3	20000	0	1.0	False	0.6	20	-1.0	-0.6
GCF_017901155.1	GCF_017901155.1:NZ_CP072800.1:sox_cluster_1	5000	0	0.55	False	0.3	20	-0.55	-0.3
GCF_017901155.1	GCF_017901155.1:NZ_CP072800.1:sox_cluster_1	10000	0	0.65	False	0.3	20	-0.65	-0.3
GCF_017901155.1	GCF_017901155.1:NZ_CP072800.1:sox_cluster_1	20000	0	0.8	False	0.4	20	-0.8	-0.4
GCF_017901155.1	GCF_017901155.1:NZ_CP072800.1:sox_cluster_2	5000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_017901155.1	GCF_017901155.1:NZ_CP072800.1:sox_cluster_2	10000	0	0.55	False	0.2	20	-0.55	-0.2
GCF_017901155.1	GCF_017901155.1:NZ_CP072800.1:sox_cluster_2	20000	0	0.85	False	0.35	20	-0.85	-0.35
GCF_017901175.1	GCF_017901175.1:NZ_CP072793.1:sox_cluster_1	5000	1	0.25	True	0.15	20	0.75	0.85
GCF_017901175.1	GCF_017901175.1:NZ_CP072793.1:sox_cluster_1	10000	1	0.25	True	0.15	20	0.75	0.85
GCF_017901175.1	GCF_017901175.1:NZ_CP072793.1:sox_cluster_1	20000	1	1.0	True	0.5	20	0.0	0.5
GCF_017901175.1	GCF_017901175.1:NZ_CP072793.1:sox_cluster_2	5000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_017901175.1	GCF_017901175.1:NZ_CP072793.1:sox_cluster_2	10000	1	0.75	True	0.35	20	0.25	0.65
GCF_017901175.1	GCF_017901175.1:NZ_CP072793.1:sox_cluster_2	20000	1	1.3	True	0.45	20	-0.30000000000000004	0.55
GCF_018243235.1	GCF_018243235.1:NZ_CP046674.1:sox_cluster_1	5000	1	0.2	True	0.15	20	0.8	0.85
GCF_018243235.1	GCF_018243235.1:NZ_CP046674.1:sox_cluster_1	10000	1	0.35	True	0.25	20	0.65	0.75
GCF_018243235.1	GCF_018243235.1:NZ_CP046674.1:sox_cluster_1	20000	1	0.5	True	0.3	20	0.5	0.7
GCF_018279705.1	GCF_018279705.1:NZ_CP036498.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_018279705.1	GCF_018279705.1:NZ_CP036498.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_018279705.1	GCF_018279705.1:NZ_CP036498.1:sox_cluster_1	20000	0	0.3	False	0.3	20	-0.3	-0.3
GCF_018279705.1	GCF_018279705.1:NZ_CP036498.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_018279705.1	GCF_018279705.1:NZ_CP036498.1:sox_cluster_2	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_018279705.1	GCF_018279705.1:NZ_CP036498.1:sox_cluster_2	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_018282095.1	GCF_018282095.1:NZ_CP074126.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_018282095.1	GCF_018282095.1:NZ_CP074126.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_018282095.1	GCF_018282095.1:NZ_CP074126.1:sox_cluster_1	20000	1	0.05	True	0.05	20	0.95	0.95
GCF_018685455.1	GCF_018685455.1:NZ_CP049682.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_018685455.1	GCF_018685455.1:NZ_CP049682.1:sox_cluster_1	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_018685455.1	GCF_018685455.1:NZ_CP049682.1:sox_cluster_1	20000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_018685455.1	GCF_018685455.1:NZ_CP049682.1:sox_cluster_2	5000	1	0.05	True	0.05	20	0.95	0.95
GCF_018685455.1	GCF_018685455.1:NZ_CP049682.1:sox_cluster_2	10000	1	0.05	True	0.05	20	0.95	0.95
GCF_018685455.1	GCF_018685455.1:NZ_CP049682.1:sox_cluster_2	20000	1	0.05	True	0.05	20	0.95	0.95
GCF_018687595.1	GCF_018687595.1:NZ_CP061298.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_018687595.1	GCF_018687595.1:NZ_CP061298.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_018687595.1	GCF_018687595.1:NZ_CP061298.1:sox_cluster_1	20000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_018687595.1	GCF_018687595.1:NZ_CP061298.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_018687595.1	GCF_018687595.1:NZ_CP061298.1:sox_cluster_2	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_018687595.1	GCF_018687595.1:NZ_CP061298.1:sox_cluster_2	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_018687955.1	GCF_018687955.1:NZ_CP061309.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_018687955.1	GCF_018687955.1:NZ_CP061309.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_018687955.1	GCF_018687955.1:NZ_CP061309.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_018687955.1	GCF_018687955.1:NZ_CP061309.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_018687955.1	GCF_018687955.1:NZ_CP061309.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_018687955.1	GCF_018687955.1:NZ_CP061309.1:sox_cluster_2	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_018688255.1	GCF_018688255.1:NZ_CP061314.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_018688255.1	GCF_018688255.1:NZ_CP061314.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_018688255.1	GCF_018688255.1:NZ_CP061314.1:sox_cluster_1	20000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_018688255.1	GCF_018688255.1:NZ_CP061314.1:sox_cluster_2	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_018688255.1	GCF_018688255.1:NZ_CP061314.1:sox_cluster_2	10000	0	0.35	False	0.2	20	-0.35	-0.2
GCF_018688255.1	GCF_018688255.1:NZ_CP061314.1:sox_cluster_2	20000	0	0.65	False	0.35	20	-0.65	-0.35
GCF_018736085.1	GCF_018736085.1:NZ_CP076134.1:sox_cluster_1	5000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_018736085.1	GCF_018736085.1:NZ_CP076134.1:sox_cluster_1	10000	0	0.45	False	0.3	20	-0.45	-0.3
GCF_018736085.1	GCF_018736085.1:NZ_CP076134.1:sox_cluster_1	20000	2	0.95	True	0.6	20	1.05	0.4
GCF_018736085.1	GCF_018736085.1:NZ_CP076134.1:sox_cluster_2	5000	0	0.25	False	0.1	20	-0.25	-0.1
GCF_018736085.1	GCF_018736085.1:NZ_CP076134.1:sox_cluster_2	10000	0	0.55	False	0.25	20	-0.55	-0.25
GCF_018736085.1	GCF_018736085.1:NZ_CP076134.1:sox_cluster_2	20000	1	1.05	True	0.55	20	-0.050000000000000044	0.44999999999999996
GCF_018853465.2	GCF_018853465.2:NZ_CP127526.1:sox_cluster_1	5000	1	0.9	True	0.45	20	0.09999999999999998	0.55
GCF_018853465.2	GCF_018853465.2:NZ_CP127526.1:sox_cluster_1	10000	1	1.2	True	0.5	20	-0.19999999999999996	0.5
GCF_018853465.2	GCF_018853465.2:NZ_CP127526.1:sox_cluster_1	20000	1	1.6	True	0.5	20	-0.6000000000000001	0.5
GCF_018853465.2	GCF_018853465.2:NZ_CP127526.1:sox_cluster_2	5000	0	0.55	False	0.3	20	-0.55	-0.3
GCF_018853465.2	GCF_018853465.2:NZ_CP127526.1:sox_cluster_2	10000	0	1.05	False	0.5	20	-1.05	-0.5
GCF_018853465.2	GCF_018853465.2:NZ_CP127526.1:sox_cluster_2	20000	1	1.75	True	0.6	20	-0.75	0.4
GCF_019203965.1	GCF_019203965.1:NZ_CP076448.1:sox_cluster_1	5000	1	0.25	True	0.1	20	0.75	0.9
GCF_019203965.1	GCF_019203965.1:NZ_CP076448.1:sox_cluster_1	10000	1	0.35	True	0.15	20	0.65	0.85
GCF_019203965.1	GCF_019203965.1:NZ_CP076448.1:sox_cluster_1	20000	1	0.75	True	0.25	20	0.25	0.75
GCF_019203965.1	GCF_019203965.1:NZ_CP076448.1:sox_cluster_2	5000	0	0.75	False	0.2	20	-0.75	-0.2
GCF_019203965.1	GCF_019203965.1:NZ_CP076448.1:sox_cluster_2	10000	0	0.75	False	0.2	20	-0.75	-0.2
GCF_019203965.1	GCF_019203965.1:NZ_CP076448.1:sox_cluster_2	20000	0	1.4	False	0.45	20	-1.4	-0.45
GCF_019602855.1	GCF_019602855.1:NZ_CP080767.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_019602855.1	GCF_019602855.1:NZ_CP080767.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_019602855.1	GCF_019602855.1:NZ_CP080767.1:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_019931045.1	GCF_019931045.1:NZ_CP082862.1:sox_cluster_1	5000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_019931045.1	GCF_019931045.1:NZ_CP082862.1:sox_cluster_1	10000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_019931045.1	GCF_019931045.1:NZ_CP082862.1:sox_cluster_1	20000	0	0.75	False	0.35	20	-0.75	-0.35
GCF_019973615.1	GCF_019973615.1:NZ_AP024238.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_019973615.1	GCF_019973615.1:NZ_AP024238.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_019973615.1	GCF_019973615.1:NZ_AP024238.1:sox_cluster_1	20000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_020080045.1	GCF_020080045.1:NZ_CP083451.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_020080045.1	GCF_020080045.1:NZ_CP083451.1:sox_cluster_1	10000	0	0.35	False	0.2	20	-0.35	-0.2
GCF_020080045.1	GCF_020080045.1:NZ_CP083451.1:sox_cluster_1	20000	0	0.75	False	0.4	20	-0.75	-0.4
GCF_020162115.1	GCF_020162115.1:NZ_CP083911.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_020162115.1	GCF_020162115.1:NZ_CP083911.1:sox_cluster_1	10000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_020162115.1	GCF_020162115.1:NZ_CP083911.1:sox_cluster_1	20000	1	0.75	True	0.45	20	0.25	0.55
GCF_020162115.1	GCF_020162115.1:NZ_CP083911.1:sox_cluster_2	5000	0	0.55	False	0.4	20	-0.55	-0.4
GCF_020162115.1	GCF_020162115.1:NZ_CP083911.1:sox_cluster_2	10000	0	0.8	False	0.4	20	-0.8	-0.4
GCF_020162115.1	GCF_020162115.1:NZ_CP083911.1:sox_cluster_2	20000	0	1.1	False	0.6	20	-1.1	-0.6
GCF_020510525.1	GCF_020510525.1:NZ_CP075188.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_020510525.1	GCF_020510525.1:NZ_CP075188.1:sox_cluster_1	10000	0	0.4	False	0.3	20	-0.4	-0.3
GCF_020510525.1	GCF_020510525.1:NZ_CP075188.1:sox_cluster_1	20000	0	0.65	False	0.4	20	-0.65	-0.4
GCF_020510525.1	GCF_020510525.1:NZ_CP075188.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_020510525.1	GCF_020510525.1:NZ_CP075188.1:sox_cluster_2	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_020510525.1	GCF_020510525.1:NZ_CP075188.1:sox_cluster_2	20000	1	0.7	True	0.4	20	0.30000000000000004	0.6
GCF_020510565.1	GCF_020510565.1:NZ_CP075189.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_020510565.1	GCF_020510565.1:NZ_CP075189.1:sox_cluster_1	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_020510565.1	GCF_020510565.1:NZ_CP075189.1:sox_cluster_1	20000	0	0.4	False	0.3	20	-0.4	-0.3
GCF_020510565.1	GCF_020510565.1:NZ_CP075189.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_020510565.1	GCF_020510565.1:NZ_CP075189.1:sox_cluster_2	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_020510565.1	GCF_020510565.1:NZ_CP075189.1:sox_cluster_2	20000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_020865585.1	GCF_020865585.1:NZ_CP086370.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_020865585.1	GCF_020865585.1:NZ_CP086370.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_020865585.1	GCF_020865585.1:NZ_CP086370.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_020865585.1	GCF_020865585.1:NZ_CP086370.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_020865585.1	GCF_020865585.1:NZ_CP086370.1:sox_cluster_2	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_020865585.1	GCF_020865585.1:NZ_CP086370.1:sox_cluster_2	20000	0	0.5	False	0.4	20	-0.5	-0.4
GCF_020886175.1	GCF_020886175.1:NZ_AP025193.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_020886175.1	GCF_020886175.1:NZ_AP025193.1:sox_cluster_1	10000	0	0.35	False	0.2	20	-0.35	-0.2
GCF_020886175.1	GCF_020886175.1:NZ_AP025193.1:sox_cluster_1	20000	0	0.7	False	0.35	20	-0.7	-0.35
GCF_020886175.1	GCF_020886175.1:NZ_AP025193.1:sox_cluster_2	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_020886175.1	GCF_020886175.1:NZ_AP025193.1:sox_cluster_2	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_020886175.1	GCF_020886175.1:NZ_AP025193.1:sox_cluster_2	20000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_020911965.1	GCF_020911965.1:NZ_CP087124.1:sox_cluster_1	5000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_020911965.1	GCF_020911965.1:NZ_CP087124.1:sox_cluster_1	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_020911965.1	GCF_020911965.1:NZ_CP087124.1:sox_cluster_1	20000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_020911965.1	GCF_020911965.1:NZ_CP087124.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_020911965.1	GCF_020911965.1:NZ_CP087124.1:sox_cluster_2	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_020911965.1	GCF_020911965.1:NZ_CP087124.1:sox_cluster_2	20000	1	0.3	True	0.3	20	0.7	0.7
GCF_020911965.1	GCF_020911965.1:NZ_CP087125.1:sox_cluster_3	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_020911965.1	GCF_020911965.1:NZ_CP087125.1:sox_cluster_3	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_020911965.1	GCF_020911965.1:NZ_CP087125.1:sox_cluster_3	20000	1	0.15	True	0.15	20	0.85	0.85
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_2	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_2	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_2	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_3	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_021044585.1	GCF_021044585.1:NZ_CP087998.1:sox_cluster_3	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_021044685.1	GCF_021044685.1:NZ_CP088014.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_021044685.1	GCF_021044685.1:NZ_CP088014.1:sox_cluster_1	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_021044685.1	GCF_021044685.1:NZ_CP088014.1:sox_cluster_1	20000	0	0.35	False	0.3	20	-0.35	-0.3
GCF_021044685.1	GCF_021044685.1:NZ_CP088014.1:sox_cluster_2	5000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_021044685.1	GCF_021044685.1:NZ_CP088014.1:sox_cluster_2	10000	0	0.9	False	0.4	20	-0.9	-0.4
GCF_021044685.1	GCF_021044685.1:NZ_CP088014.1:sox_cluster_2	20000	0	1.3	False	0.5	20	-1.3	-0.5
GCF_021049305.1	GCF_021049305.1:NZ_CP088081.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_021049305.1	GCF_021049305.1:NZ_CP088081.1:sox_cluster_1	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_021049305.1	GCF_021049305.1:NZ_CP088081.1:sox_cluster_1	20000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_2	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_2	20000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_3	10000	1	0.05	True	0.05	20	0.95	0.95
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_3	20000	1	0.1	True	0.1	20	0.9	0.9
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_4	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_4	10000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_021088345.1	GCF_021088345.1:NZ_CP088156.1:sox_cluster_4	20000	0	0.4	False	0.35	20	-0.4	-0.35
GCF_021165955.1	GCF_021165955.1:NZ_CP088952.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_021165955.1	GCF_021165955.1:NZ_CP088952.1:sox_cluster_1	10000	0	0.15	False	0.05	20	-0.15	-0.05
GCF_021165955.1	GCF_021165955.1:NZ_CP088952.1:sox_cluster_1	20000	0	0.5	False	0.15	20	-0.5	-0.15
GCF_021165955.1	GCF_021165955.1:NZ_CP088952.1:sox_cluster_2	5000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_021165955.1	GCF_021165955.1:NZ_CP088952.1:sox_cluster_2	10000	0	0.25	False	0.15	20	-0.25	-0.15
GCF_021165955.1	GCF_021165955.1:NZ_CP088952.1:sox_cluster_2	20000	3	0.35	True	0.2	20	2.65	0.8
GCF_021173085.2	GCF_021173085.2:NZ_CP076413.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_021173085.2	GCF_021173085.2:NZ_CP076413.1:sox_cluster_1	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_021173085.2	GCF_021173085.2:NZ_CP076413.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_021228795.1	GCF_021228795.1:NZ_CP089309.1:sox_cluster_1	5000	1	0.05	True	0.05	20	0.95	0.95
GCF_021228795.1	GCF_021228795.1:NZ_CP089309.1:sox_cluster_1	10000	2	0.35	True	0.25	20	1.65	0.75
